customer_id,archetype,monthly_income,income_volatility_cv,dti_ratio,savings_rate,liquidity_buffer_days,discretionary_spend_ratio,late_mandate_count_90d,balance_trend_slope,expense_trend_pct,upi_txns_per_day,night_txn_ratio,new_beneficiary_pct,merchant_category_entropy,is_stressed,life_stage
CUST_KIR_00017,kirana_msme,41354.08,0.3575,0.2153,0.0596,45.8,0.1969,0,-1659.34,10.34,23.2,0.0215,0.1664,1.3019,0,MSME_KIRANA_SEASONAL
CUST_KIR_00018,kirana_msme,22216.34,0.2658,0.2917,0.2243,25.8,0.1794,0,-4252.12,12.37,15.99,0.0125,0.2255,0.8688,0,MSME_KIRANA_SEASONAL
CUST_KIR_00019,kirana_msme,35252.6,0.4416,0.1782,0.1227,52.9,0.1787,0,1156.97,-16.6,7.58,0.0089,0.206,0.9927,0,MSME_KIRANA_SEASONAL
CUST_SAL_00020,salaried_tier1,57348.17,0.0952,0.2872,0.3452,65.9,0.2217,1,7415.12,8.9,9.1,0.0789,0.025,2.0985,0,EARLY_CAREER_SALARIED
CUST_GIG_00021,gig_worker,16652.3,0.2657,0.0044,0.0823,8.6,0.1829,0,-1462.79,10.54,8.54,0.1632,0.0313,0.9855,0,EARLY_CAREER_GIG
CUST_SAL_00022,salaried_tier1,96250.11,0.0582,0.3057,0.305,108.9,0.2843,0,-8296.49,8.41,11.62,0.0456,0.0653,2.705,0,EARLY_CAREER_SALARIED
CUST_SAL_00023,salaried_tier1,46318.13,0.0524,0.5495,-0.028,75.7,0.183,0,-11319.35,1.41,7.1,0.0281,0.0516,2.0714,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00024,kirana_msme,56967.66,0.4229,0.0515,0.2527,86.4,0.0637,0,-4013.34,30.99,15.75,0.0004,0.1015,1.7607,0,MSME_KIRANA_SEASONAL
CUST_KIR_00025,kirana_msme,49866.88,0.31,0.1514,0.0923,88.4,0.178,0,-11178.81,8.87,9.55,0.0163,0.189,1.4032,0,MSME_KIRANA_SEASONAL
CUST_GIG_00026,gig_worker,11218.39,0.5589,0.0341,-0.0346,17.6,0.175,1,314.38,-3.26,23.88,0.128,0.071,1.0358,0,EARLY_CAREER_GIG
CUST_SAL_00027,salaried_tier1,68554.64,0.0409,0.1536,0.2093,68.7,0.3282,2,-5200.22,8.27,10.63,0.0198,0.0769,2.2426,0,EARLY_CAREER_SALARIED
CUST_KIR_00028,kirana_msme,32459.07,0.1777,0.1645,0.1486,80.7,0.0866,1,7126.69,4.16,9.95,0.0104,0.2291,1.7581,0,MSME_KIRANA_SEASONAL
CUST_GIG_00029,gig_worker,25181.73,0.5251,0.0547,0.0709,5.2,0.0908,0,-6761.84,-3.38,14.31,0.1135,0.0685,0.9181,0,EARLY_CAREER_GIG
CUST_SAL_00030,salaried_tier1,66501.28,0.0556,0.3806,0.3433,40.4,0.4225,0,19086.72,26.13,2.89,0.0574,0.0264,2.2895,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_GIG_00031,gig_worker,26814.56,0.2621,0.1688,-0.0119,12.1,0.1094,3,-4385.21,-9.77,11.98,0.0891,0.1044,0.6654,1,EARLY_CAREER_GIG
CUST_SAL_00032,salaried_tier1,46337.59,0.0371,0.3145,0.2316,37.8,0.2967,0,1691.77,2.24,11.55,0.066,0.0442,2.7694,0,EARLY_CAREER_SALARIED
CUST_SAL_00033,salaried_tier1,68975.89,0.0822,0.4933,0.2879,52.8,0.4249,0,-1485.69,22.08,9.02,0.0107,0.0609,1.5792,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00034,rural_agri,13662.37,0.7058,0.0735,0.0339,45.0,0.1132,4,795.89,11.62,4.14,0.0305,0.0741,0.6576,0,RURAL_AGRI_ALLIED
CUST_RUR_00035,rural_agri,8000.0,0.5372,0.0834,0.0738,53.9,0.0983,1,273.47,-8.17,0.78,0.0116,0.0444,0.8631,0,RURAL_AGRI_ALLIED
CUST_RUR_00036,rural_agri,8000.0,0.4291,0.116,-0.06,56.0,0.1341,2,-1234.52,9.3,4.77,0.0404,0.0637,0.5743,0,RURAL_AGRI_ALLIED
CUST_KIR_00037,kirana_msme,49149.01,0.3439,0.1646,0.1822,22.4,0.1458,0,11089.71,18.92,10.85,0.0164,0.0767,1.235,0,MSME_KIRANA_SEASONAL
CUST_SAL_00038,salaried_tier1,25000.0,0.0285,0.4098,0.2972,102.0,0.4004,0,11056.2,-4.61,2.49,0.028,0.0336,1.6461,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_GIG_00039,gig_worker,24093.77,0.584,0.1421,-0.1162,33.9,0.1405,0,-3518.01,20.12,27.95,0.0748,0.0635,0.9069,0,EARLY_CAREER_GIG
CUST_KIR_00040,kirana_msme,52309.58,0.3442,0.0821,0.2125,88.8,0.1868,0,12615.94,-4.36,12.25,0.0248,0.1903,0.8399,0,MSME_KIRANA_SEASONAL
CUST_SAL_00041,salaried_tier1,44714.31,0.0943,0.4064,0.0747,70.2,0.1764,3,-14536.9,22.58,6.78,0.0349,0.0883,1.9681,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00042,kirana_msme,31491.14,0.1876,0.2139,0.0599,61.8,0.1805,0,-5541.97,-2.74,14.19,0.0023,0.1842,1.249,0,MSME_KIRANA_SEASONAL
CUST_SAL_00043,salaried_tier1,93815.73,0.0902,0.2473,0.1702,35.2,0.1908,1,3520.24,-22.11,9.6,0.0134,0.1044,2.5667,0,EARLY_CAREER_SALARIED
CUST_RUR_00044,rural_agri,12852.16,0.6783,0.1456,-0.044,15.4,0.0521,0,-1696.95,22.75,5.12,0.0009,0.0134,0.9115,0,RURAL_AGRI_ALLIED
CUST_SAL_00045,salaried_tier1,42543.43,0.0677,0.2597,-0.0394,92.2,0.4003,0,-12734.61,16.9,8.75,0.0244,0.0552,2.4642,0,EARLY_CAREER_SALARIED
CUST_GIG_00046,gig_worker,23805.83,0.3236,0.0211,0.0939,27.3,0.216,1,960.32,-1.46,24.69,0.0396,0.1197,1.2329,0,EARLY_CAREER_GIG
CUST_KIR_00047,kirana_msme,24082.57,0.4374,0.0584,0.1949,31.7,0.1568,0,5332.25,10.89,14.89,0.0274,0.0923,1.0354,0,MSME_KIRANA_SEASONAL
CUST_KIR_00048,kirana_msme,58217.2,0.194,0.2115,0.1082,31.0,0.1525,0,487.79,-8.42,11.19,0.0134,0.1311,1.5548,0,MSME_KIRANA_SEASONAL
CUST_KIR_00049,kirana_msme,21246.17,0.4246,0.1164,0.274,27.2,0.1485,0,4748.81,-11.62,24.37,0.0136,0.2391,0.9687,0,MSME_KIRANA_SEASONAL
CUST_SAL_00050,salaried_tier1,55039.53,0.0274,0.2075,-0.0081,59.4,0.4682,0,-12131.12,-1.83,8.43,0.0238,0.0298,1.6694,1,EARLY_CAREER_SALARIED
CUST_RUR_00051,rural_agri,22474.8,0.6386,0.1707,0.0886,19.6,0.0347,0,5340.64,12.01,3.63,0.0416,0.0794,1.1237,0,RURAL_AGRI_ALLIED
CUST_GIG_00052,gig_worker,28568.44,0.2928,0.1561,0.1231,19.1,0.2187,0,-1527.03,10.18,14.21,0.1596,0.1423,0.994,0,EARLY_CAREER_GIG
CUST_RUR_00053,rural_agri,18296.67,0.434,0.2281,0.09,44.7,0.0609,2,-309.82,-2.53,2.56,0.0313,0.0202,0.5197,0,RURAL_AGRI_ALLIED
CUST_RUR_00054,rural_agri,11508.66,0.598,0.0269,-0.0949,55.0,0.0624,2,130.72,25.33,1.66,0.0133,0.0564,1.1995,0,RURAL_AGRI_ALLIED
CUST_GIG_00055,gig_worker,18526.91,0.3587,0.1632,-0.0365,6.7,0.1553,3,-3194.17,-2.93,16.32,0.0583,0.1483,1.1667,1,EARLY_CAREER_GIG
CUST_RUR_00056,rural_agri,20466.29,0.7644,0.1242,0.1529,29.5,0.115,2,-1335.64,12.64,2.49,0.0319,0.0149,0.6218,0,RURAL_AGRI_ALLIED
CUST_SAL_00057,salaried_tier1,67821.51,0.0853,0.3228,0.2686,77.5,0.5046,0,12718.36,0.17,8.3,0.0392,0.0344,2.2856,0,EARLY_CAREER_SALARIED
CUST_SAL_00058,salaried_tier1,83099.78,0.0456,0.3524,0.015,115.8,0.4906,1,-15428.53,5.78,9.62,0.0201,0.0209,2.0288,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_SAL_00059,salaried_tier1,93212.61,0.0206,0.3191,0.2372,61.5,0.4429,0,-18947.65,20.34,7.88,0.0248,0.0437,2.5571,0,EARLY_CAREER_SALARIED
CUST_KIR_00060,kirana_msme,21825.94,0.4101,0.2173,0.162,54.2,0.0806,0,-58.83,16.4,24.91,0.0144,0.1472,1.1587,0,MSME_KIRANA_SEASONAL
CUST_KIR_00061,kirana_msme,41615.15,0.3656,0.1966,0.1731,33.5,0.1196,0,9978.26,14.85,11.71,0.0286,0.1566,1.7148,0,MSME_KIRANA_SEASONAL
CUST_SAL_00062,salaried_tier1,61063.47,0.0279,0.3992,0.1287,96.7,0.2382,0,-5139.9,-6.99,11.27,0.0597,0.0619,2.0282,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00063,rural_agri,23566.14,0.3547,0.2415,-0.0476,40.6,0.0595,2,-8090.84,1.76,4.2,0.0307,0.0725,1.0438,0,RURAL_AGRI_ALLIED
CUST_KIR_00064,kirana_msme,67065.52,0.3554,0.103,0.1097,39.7,0.1117,0,-4975.59,18.32,22.59,0.029,0.1183,0.8197,0,MSME_KIRANA_SEASONAL
CUST_SAL_00065,salaried_tier1,63800.81,0.0832,0.3965,-0.0321,80.4,0.2736,0,-9942.67,24.7,10.11,0.038,0.1147,2.5007,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00066,kirana_msme,59329.04,0.4223,0.0719,0.2841,77.8,0.1687,0,10648.03,38.44,22.0,0.0087,0.2405,1.6051,0,MSME_KIRANA_SEASONAL
CUST_SAL_00067,salaried_tier1,83902.19,0.0733,0.4791,-0.0447,71.9,0.3338,0,-11013.98,-11.65,8.84,0.0452,0.0965,1.5939,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00068,rural_agri,11677.15,0.7362,0.1533,-0.0528,57.9,0.0922,0,-1121.36,5.02,1.89,0.0402,0.0672,0.9388,0,RURAL_AGRI_ALLIED
CUST_SAL_00069,salaried_tier1,103295.46,0.0306,0.3688,0.1685,24.4,0.3172,1,3541.77,-2.49,2.99,0.0164,0.0463,2.613,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00070,rural_agri,8519.2,0.6945,0.0584,0.0918,18.0,0.1156,3,1239.32,-11.56,5.27,0.0297,0.0189,0.5888,0,RURAL_AGRI_ALLIED
CUST_GIG_00071,gig_worker,30720.6,0.2923,0.1012,0.0944,42.3,0.193,3,2764.6,-10.33,15.88,0.1742,0.0892,1.0821,0,EARLY_CAREER_GIG
CUST_SAL_00072,salaried_tier1,74139.84,0.0523,0.2833,0.1468,75.1,0.2453,0,6061.59,3.4,5.34,0.0175,0.0439,2.1324,0,EARLY_CAREER_SALARIED
CUST_SAL_00073,salaried_tier1,64697.43,0.0446,0.1641,0.0793,72.1,0.3707,0,-11155.3,1.32,11.66,0.0364,0.0458,2.0815,0,EARLY_CAREER_SALARIED
CUST_RUR_00074,rural_agri,13826.8,0.6546,0.0053,0.0257,47.7,0.0706,1,54.75,9.3,4.58,0.0026,0.0697,0.6435,0,RURAL_AGRI_ALLIED
CUST_GIG_00075,gig_worker,32903.11,0.3777,0.1812,-0.112,10.5,0.1885,0,-10428.35,6.18,26.88,0.196,0.0752,0.7764,1,EARLY_CAREER_GIG
CUST_GIG_00076,gig_worker,29926.31,0.5136,0.1978,-0.0705,31.2,0.0914,0,-8874.97,-21.76,27.99,0.1664,0.1244,0.6035,0,EARLY_CAREER_GIG
CUST_GIG_00077,gig_worker,19486.28,0.4004,0.1513,0.0119,6.3,0.084,0,-3491.03,-25.49,26.66,0.1384,0.1262,0.9694,0,EARLY_CAREER_GIG
CUST_SAL_00078,salaried_tier1,55639.47,0.061,0.3449,0.2,114.3,0.3819,0,8766.55,17.19,2.63,0.0231,0.0232,1.5654,0,EARLY_CAREER_SALARIED
CUST_KIR_00079,kirana_msme,46960.35,0.1964,0.1253,0.1122,46.1,0.0882,0,-222.54,7.06,24.73,0.0017,0.0784,1.2074,0,MSME_KIRANA_SEASONAL
CUST_SAL_00080,salaried_tier1,135690.93,0.0649,0.2183,0.0291,48.5,0.3874,0,12522.92,-4.54,11.7,0.0115,0.1003,1.6512,0,EARLY_CAREER_SALARIED
CUST_RUR_00081,rural_agri,25956.48,0.6914,0.2344,0.1076,13.6,0.0592,2,4476.14,8.18,0.9,0.0352,0.0382,0.6465,0,RURAL_AGRI_ALLIED
CUST_GIG_00082,gig_worker,16834.43,0.4109,0.0102,-0.001,8.2,0.1682,0,-4164.16,-9.38,24.06,0.0561,0.074,1.2956,0,EARLY_CAREER_GIG
CUST_KIR_00083,kirana_msme,54667.78,0.2071,0.1417,0.0765,64.0,0.0682,1,4802.06,-12.81,12.8,0.0174,0.2323,1.5807,0,MSME_KIRANA_SEASONAL
CUST_SAL_00084,salaried_tier1,91378.46,0.0715,0.4103,0.2967,108.9,0.5179,0,13857.78,11.26,9.41,0.063,0.0807,2.2074,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00085,kirana_msme,38271.86,0.2891,0.0935,0.1344,21.3,0.11,0,2410.97,5.04,18.27,0.0251,0.0931,1.4196,0,MSME_KIRANA_SEASONAL
CUST_KIR_00086,kirana_msme,59740.25,0.255,0.2821,0.0664,58.5,0.1386,0,-12043.75,8.36,12.29,0.0253,0.089,1.0557,0,MSME_KIRANA_SEASONAL
CUST_GIG_00087,gig_worker,28924.4,0.333,0.1138,0.1103,21.1,0.2926,0,3663.72,-4.18,15.79,0.1918,0.0684,0.7285,0,EARLY_CAREER_GIG
CUST_GIG_00088,gig_worker,15954.03,0.5632,0.0885,-0.0044,35.7,0.1641,0,476.86,10.45,15.35,0.1194,0.1271,0.9386,0,EARLY_CAREER_GIG
CUST_RUR_00089,rural_agri,10614.23,0.4388,0.2334,0.1171,36.7,0.1077,0,1310.96,3.39,3.3,0.0273,0.0352,0.9327,0,RURAL_AGRI_ALLIED
CUST_KIR_00090,kirana_msme,35139.41,0.1613,0.2293,0.1845,55.6,0.0865,0,2763.64,15.26,8.8,0.0138,0.1073,0.9682,0,MSME_KIRANA_SEASONAL
CUST_SAL_00091,salaried_tier1,91066.62,0.0534,0.1792,0.0595,117.9,0.3885,0,1639.16,-24.47,7.18,0.0126,0.0769,1.5096,0,EARLY_CAREER_SALARIED
CUST_GIG_00092,gig_worker,24164.94,0.276,0.0931,-0.0779,22.7,0.1802,0,-3145.04,-12.31,11.29,0.1156,0.1296,0.9211,0,EARLY_CAREER_GIG
CUST_GIG_00093,gig_worker,28482.5,0.6371,0.178,0.0302,25.3,0.0861,0,-148.89,11.99,20.57,0.1247,0.1191,1.0137,0,EARLY_CAREER_GIG
CUST_GIG_00094,gig_worker,21722.11,0.5501,0.1387,0.1472,14.7,0.1896,0,-1093.62,9.78,25.14,0.1463,0.1359,0.9965,0,EARLY_CAREER_GIG
CUST_GIG_00095,gig_worker,13875.64,0.4548,0.1881,-0.1357,17.8,0.2684,0,-5137.45,5.44,16.5,0.0955,0.1398,0.7792,1,EARLY_CAREER_GIG
CUST_KIR_00096,kirana_msme,44691.59,0.1675,0.1156,0.159,31.0,0.1921,0,4188.48,5.58,16.82,0.0216,0.2383,1.0683,0,MSME_KIRANA_SEASONAL
CUST_KIR_00097,kirana_msme,50016.58,0.3158,0.0787,0.0815,57.1,0.0903,0,7947.79,4.76,5.65,0.0179,0.1578,1.5228,0,MSME_KIRANA_SEASONAL
CUST_KIR_00098,kirana_msme,46267.78,0.4023,0.2992,0.1576,42.4,0.186,0,-1297.55,17.45,13.11,0.0012,0.1195,1.4154,0,MSME_KIRANA_SEASONAL
CUST_SAL_00099,salaried_tier1,51128.99,0.0947,0.4565,0.2132,101.5,0.409,2,6204.43,-10.03,11.25,0.0462,0.0317,2.4281,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_SAL_00100,salaried_tier1,57425.75,0.0698,0.154,0.0279,66.6,0.5302,0,13360.79,-14.33,9.15,0.0523,0.0499,2.0517,0,EARLY_CAREER_SALARIED
CUST_SAL_00101,salaried_tier1,62332.35,0.0377,0.4622,0.0305,23.4,0.3398,0,-4854.81,11.1,10.08,0.064,0.1115,1.6102,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_GIG_00102,gig_worker,25944.76,0.4534,0.0466,0.1036,33.5,0.2958,0,1505.55,19.47,12.24,0.1647,0.0524,0.8031,0,EARLY_CAREER_GIG
CUST_KIR_00103,kirana_msme,58619.43,0.4279,0.0523,0.0689,37.5,0.1504,0,-957.22,-7.17,17.14,0.0057,0.211,1.2599,0,MSME_KIRANA_SEASONAL
CUST_KIR_00104,kirana_msme,47060.29,0.1933,0.1605,0.1335,56.5,0.1378,0,18057.36,-5.73,19.26,0.011,0.0606,1.561,0,MSME_KIRANA_SEASONAL
CUST_RUR_00105,rural_agri,21169.26,0.3774,0.089,0.1091,35.8,0.0764,0,-3042.58,8.06,0.53,0.0039,0.0717,0.8935,0,RURAL_AGRI_ALLIED
CUST_SAL_00106,salaried_tier1,63585.94,0.0496,0.3776,0.3027,113.9,0.4458,0,15692.04,12.78,6.1,0.0429,0.0249,2.3699,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00107,kirana_msme,18000.0,0.2652,0.2636,0.2372,39.1,0.0676,0,1544.6,21.24,16.63,0.016,0.1693,1.7208,0,MSME_KIRANA_SEASONAL
CUST_GIG_00108,gig_worker,15305.99,0.3016,0.1074,0.131,16.0,0.2713,1,588.53,-2.19,8.73,0.0473,0.1174,0.823,0,EARLY_CAREER_GIG
CUST_SAL_00109,salaried_tier1,107265.05,0.0291,0.3125,0.144,71.8,0.4773,0,4895.92,-9.78,8.93,0.0489,0.09,2.5502,0,EARLY_CAREER_SALARIED
CUST_SAL_00110,salaried_tier1,74772.31,0.0711,0.2852,0.3127,76.7,0.1842,0,34465.08,-3.4,9.94,0.0446,0.1095,2.4833,0,EARLY_CAREER_SALARIED
CUST_SAL_00111,salaried_tier1,86026.21,0.0271,0.496,0.0782,33.7,0.2457,0,2504.63,-17.78,5.21,0.0194,0.0496,1.8265,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_SAL_00112,salaried_tier1,95555.9,0.0915,0.4527,0.0828,93.2,0.2108,0,-10576.32,-13.7,10.08,0.0272,0.0263,1.9493,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00113,rural_agri,28035.31,0.6277,0.0583,0.1593,22.0,0.1133,0,10369.42,-3.98,2.43,0.0272,0.0151,0.7609,0,RURAL_AGRI_ALLIED
CUST_RUR_00114,rural_agri,26188.26,0.5809,0.1852,0.0986,24.6,0.1271,0,1846.47,23.52,4.6,0.0189,0.0312,0.8998,0,RURAL_AGRI_ALLIED
CUST_GIG_00115,gig_worker,23596.8,0.5146,0.1807,-0.1204,12.7,0.236,2,-3052.88,-5.63,16.3,0.0452,0.0825,1.3713,0,EARLY_CAREER_GIG
CUST_RUR_00116,rural_agri,17093.13,0.598,0.0224,0.0012,9.9,0.1454,2,841.92,8.13,1.73,0.0467,0.0341,0.8217,0,RURAL_AGRI_ALLIED
CUST_RUR_00117,rural_agri,26589.39,0.5386,0.2486,0.1038,9.1,0.1491,0,770.77,8.59,3.57,0.0152,0.0161,0.7012,0,RURAL_AGRI_ALLIED
CUST_SAL_00118,salaried_tier1,51021.7,0.0331,0.2641,0.2671,110.1,0.54,0,5478.74,-9.75,5.28,0.0179,0.107,2.6457,0,EARLY_CAREER_SALARIED
CUST_RUR_00119,rural_agri,8000.0,0.6684,0.1134,0.1968,8.0,0.0726,0,235.39,7.35,2.24,0.0365,0.0712,0.8522,0,RURAL_AGRI_ALLIED
CUST_KIR_00120,kirana_msme,36906.13,0.2695,0.1292,0.1668,40.0,0.1942,0,6430.38,2.34,15.54,0.0017,0.0721,0.898,0,MSME_KIRANA_SEASONAL
CUST_RUR_00121,rural_agri,28542.6,0.6697,0.1066,0.0001,22.4,0.1229,0,-3891.04,11.04,4.88,0.0239,0.0192,0.509,0,RURAL_AGRI_ALLIED
CUST_RUR_00122,rural_agri,37003.97,0.7876,0.2414,-0.0354,49.6,0.0537,0,-14999.6,16.79,2.73,0.0466,0.0162,0.9733,0,RURAL_AGRI_ALLIED
CUST_KIR_00123,kirana_msme,65265.24,0.1978,0.292,0.2787,31.7,0.0682,0,-183.8,-4.79,8.87,0.0125,0.1398,1.7094,0,MSME_KIRANA_SEASONAL
CUST_SAL_00124,salaried_tier1,70262.89,0.0216,0.2808,0.2012,43.9,0.5138,0,8368.63,-21.5,11.09,0.077,0.0278,1.5935,0,EARLY_CAREER_SALARIED
CUST_SAL_00125,salaried_tier1,41869.16,0.0662,0.5332,0.1512,23.7,0.398,0,148.65,-5.7,6.35,0.0235,0.0391,2.6127,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00126,kirana_msme,34358.53,0.2465,0.1664,0.2858,85.2,0.081,0,9041.46,2.51,15.2,0.0138,0.2302,0.9494,0,MSME_KIRANA_SEASONAL
CUST_RUR_00127,rural_agri,25747.35,0.7034,0.0009,-0.004,28.2,0.0576,0,-2739.36,14.63,4.04,0.0131,0.0137,0.5264,0,RURAL_AGRI_ALLIED
CUST_RUR_00128,rural_agri,18600.71,0.508,0.2445,-0.0398,16.8,0.065,0,41.81,9.48,5.51,0.0308,0.0388,0.7656,0,RURAL_AGRI_ALLIED
CUST_SAL_00129,salaried_tier1,58279.32,0.0522,0.4097,0.2292,82.0,0.2782,0,8306.82,20.26,3.29,0.0763,0.0675,2.0552,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00130,kirana_msme,18000.0,0.3936,0.2668,0.2183,23.3,0.1349,0,2082.65,2.62,9.57,0.0265,0.054,0.9365,0,MSME_KIRANA_SEASONAL
CUST_KIR_00131,kirana_msme,42250.49,0.3958,0.14,0.1852,67.4,0.1554,1,3499.02,-4.96,12.99,0.0286,0.1784,1.3313,0,MSME_KIRANA_SEASONAL
CUST_SAL_00132,salaried_tier1,58957.45,0.0728,0.3383,0.0296,78.2,0.1743,0,3075.61,7.32,6.36,0.0624,0.1028,2.2106,0,EARLY_CAREER_SALARIED
CUST_SAL_00133,salaried_tier1,57360.42,0.0544,0.3383,0.0129,18.3,0.5288,0,800.88,13.93,2.83,0.075,0.078,1.8119,1,EARLY_CAREER_SALARIED
CUST_KIR_00134,kirana_msme,62932.97,0.1616,0.0967,0.2578,73.7,0.1026,0,-1539.65,15.55,5.0,0.0072,0.0916,1.3336,0,MSME_KIRANA_SEASONAL
CUST_RUR_00135,rural_agri,13005.56,0.5521,0.2164,-0.0276,9.3,0.0728,2,-2614.0,2.75,4.99,0.048,0.0655,0.8855,1,RURAL_AGRI_ALLIED
CUST_KIR_00136,kirana_msme,29165.41,0.35,0.1211,0.1964,61.1,0.1169,0,1575.0,-1.89,13.97,0.0161,0.1827,1.065,0,MSME_KIRANA_SEASONAL
CUST_KIR_00137,kirana_msme,30408.53,0.4298,0.1458,0.2324,21.4,0.0808,0,5509.27,-9.64,15.55,0.0279,0.1468,1.6783,0,MSME_KIRANA_SEASONAL
CUST_GIG_00138,gig_worker,18316.17,0.6098,0.1822,0.133,24.8,0.229,1,2246.13,0.18,20.02,0.0358,0.0897,0.7179,0,EARLY_CAREER_GIG
CUST_KIR_00139,kirana_msme,30301.12,0.337,0.0686,0.1759,32.8,0.1361,0,-4816.6,-4.02,19.77,0.0101,0.203,1.3567,0,MSME_KIRANA_SEASONAL
CUST_RUR_00140,rural_agri,27303.02,0.4549,0.0214,-0.0727,55.8,0.1127,0,330.9,10.73,3.76,0.0418,0.0131,0.7497,0,RURAL_AGRI_ALLIED
CUST_RUR_00141,rural_agri,19793.76,0.4308,0.0167,-0.0915,18.5,0.1358,0,-2701.12,17.58,5.55,0.0204,0.0234,1.0042,0,RURAL_AGRI_ALLIED
CUST_SAL_00142,salaried_tier1,82509.69,0.0926,0.199,0.1636,107.3,0.314,0,22739.33,0.51,4.78,0.0327,0.1145,1.5916,0,EARLY_CAREER_SALARIED
