customer_id,category,amount,hour_of_day,is_new_beneficiary,is_synthetic_anomaly
CUST_GIG_00003,utility,1637.45,16,0,0
CUST_GIG_00003,shopping,1759.53,9,1,0
CUST_GIG_00004,transfer,2123.16,7,0,0
CUST_GIG_00004,grocery,1866.24,14,1,0
CUST_GIG_00004,dining,2408.72,3,0,0
CUST_GIG_00004,emi,1823.92,11,1,0
CUST_GIG_00004,fuel,1848.2,14,0,0
CUST_GIG_00004,dining,1002.02,11,0,0
CUST_GIG_00004,utility,874.93,20,0,0
CUST_GIG_00004,utility,288.76,15,0,0
CUST_GIG_00004,shopping,2116.29,14,1,0
CUST_GIG_00004,fuel,1411.94,14,0,0
CUST_GIG_00004,grocery,1969.25,11,0,0
CUST_GIG_00004,shopping,1863.53,12,0,0
CUST_GIG_00004,grocery,1224.2,10,1,0
CUST_GIG_00004,grocery,1195.65,23,0,0
CUST_GIG_00004,transfer,1118.27,16,0,0
CUST_GIG_00004,grocery,1529.14,15,0,0
CUST_GIG_00004,grocery,700.99,6,1,0
CUST_GIG_00004,utility,529.0,5,0,0
CUST_GIG_00004,dining,221.47,15,0,0
CUST_GIG_00004,grocery,640.45,10,0,0
CUST_GIG_00004,emi,2227.74,14,0,0
CUST_GIG_00004,dining,1214.24,6,0,0
CUST_GIG_00004,dining,2484.25,8,1,0
CUST_GIG_00004,shopping,1679.35,10,0,0
CUST_GIG_00004,emi,625.25,12,1,0
CUST_GIG_00004,fuel,520.36,14,0,0
CUST_GIG_00004,shopping,1514.08,12,0,0
CUST_GIG_00004,utility,1407.31,11,0,0
CUST_GIG_00004,medical,2380.23,17,0,0
CUST_GIG_00004,utility,2162.68,9,0,0
CUST_SAL_00005,dining,1159.2,12,0,0
CUST_SAL_00005,dining,14513.64,2,1,1
CUST_SAL_00005,emi,1005.83,13,0,0
CUST_SAL_00005,utility,1326.96,22,0,0
CUST_SAL_00005,dining,1802.66,3,0,0
CUST_SAL_00005,shopping,1766.23,15,0,0
CUST_SAL_00005,grocery,336.56,11,0,0
CUST_SAL_00005,utility,505.64,14,0,0
CUST_SAL_00005,fuel,1852.83,10,0,0
CUST_SAL_00005,dining,1289.48,20,0,0
CUST_SAL_00005,dining,1413.77,22,1,0
CUST_SAL_00005,grocery,1961.94,10,0,0
CUST_SAL_00005,grocery,1617.08,8,0,0
CUST_SAL_00005,fuel,1427.54,15,0,0
CUST_SAL_00005,grocery,1408.51,16,0,0
CUST_SAL_00005,grocery,482.81,13,0,0
CUST_SAL_00005,grocery,358.52,4,0,0
CUST_SAL_00005,transfer,1784.0,16,0,0
CUST_SAL_00005,fuel,464.59,17,0,0
CUST_SAL_00005,utility,314.6,9,1,0
CUST_SAL_00005,grocery,1200.85,10,1,0
CUST_SAL_00005,utility,1947.34,23,0,0
CUST_SAL_00005,grocery,799.29,6,0,0
CUST_SAL_00005,utility,1899.24,13,0,0
CUST_SAL_00005,shopping,959.83,21,0,0
CUST_SAL_00005,grocery,1053.74,19,0,0
CUST_SAL_00005,dining,1442.66,16,0,0
CUST_SAL_00005,grocery,1231.38,21,0,0
CUST_SAL_00005,grocery,485.86,10,1,0
CUST_SAL_00005,grocery,1864.17,11,0,0
CUST_SAL_00006,shopping,916.39,16,1,0
CUST_SAL_00006,fuel,3819.57,10,0,0
CUST_SAL_00006,grocery,2063.79,11,0,0
CUST_SAL_00006,utility,1387.45,12,1,0
CUST_SAL_00006,medical,3696.8,15,0,0
CUST_SAL_00006,utility,2859.01,17,0,0
CUST_SAL_00006,fuel,799.01,13,0,0
CUST_SAL_00006,fuel,3490.32,11,1,0
CUST_SAL_00006,dining,1426.94,11,0,0
CUST_SAL_00006,fuel,3733.01,16,0,0
CUST_SAL_00006,grocery,2410.24,16,0,0
CUST_SAL_00006,dining,2007.72,16,0,0
CUST_SAL_00006,grocery,2958.63,6,0,0
CUST_SAL_00006,utility,1508.15,10,0,0
CUST_SAL_00006,grocery,1292.17,12,0,0
CUST_SAL_00006,grocery,3197.94,12,0,0
CUST_SAL_00006,grocery,2694.25,12,0,0
CUST_SAL_00006,grocery,2004.16,15,0,0
CUST_SAL_00006,grocery,3399.07,3,0,0
CUST_SAL_00006,fuel,2766.6,14,0,0
CUST_SAL_00006,utility,832.59,7,0,0
CUST_SAL_00006,dining,769.93,9,1,0
CUST_SAL_00006,grocery,2794.67,19,0,0
CUST_SAL_00006,dining,2786.16,14,1,0
CUST_SAL_00006,utility,2758.65,18,0,0
CUST_SAL_00006,grocery,3331.11,20,0,0
CUST_SAL_00006,shopping,692.29,4,0,0
CUST_SAL_00006,utility,821.49,22,0,0
CUST_SAL_00006,grocery,1928.18,13,0,0
CUST_SAL_00006,transfer,3164.17,11,0,0
CUST_SAL_00007,utility,1596.63,23,0,0
CUST_SAL_00007,emi,2951.38,15,1,0
CUST_SAL_00007,transfer,3374.64,11,0,0
CUST_SAL_00007,dining,2461.89,21,0,0
CUST_SAL_00007,dining,1480.96,12,0,0
CUST_SAL_00007,shopping,1927.14,17,1,0
CUST_SAL_00007,shopping,2163.99,15,0,0
CUST_SAL_00007,grocery,1300.05,11,0,0
CUST_SAL_00007,grocery,751.85,11,0,0
CUST_SAL_00007,fuel,2057.9,12,0,0
CUST_SAL_00007,dining,1583.41,19,0,0
CUST_SAL_00007,fuel,366.28,15,0,0
CUST_SAL_00007,grocery,3287.99,14,0,0
CUST_SAL_00007,utility,1495.56,15,0,0
CUST_SAL_00007,utility,1267.73,17,0,0
CUST_SAL_00007,utility,3356.41,7,0,0
CUST_SAL_00007,transfer,3664.57,13,0,0
CUST_SAL_00007,dining,1791.91,10,0,0
CUST_SAL_00007,grocery,966.25,13,0,0
CUST_SAL_00007,grocery,788.84,20,0,0
CUST_SAL_00007,dining,2543.48,21,0,0
CUST_SAL_00007,shopping,3665.92,4,0,0
CUST_SAL_00007,fuel,3587.1,17,0,0
CUST_SAL_00007,grocery,661.55,13,1,0
CUST_SAL_00007,dining,981.36,15,0,0
CUST_SAL_00007,dining,3312.29,17,0,0
CUST_SAL_00007,grocery,1513.87,5,0,0
CUST_SAL_00007,dining,781.71,14,1,0
CUST_SAL_00007,dining,2969.92,0,0,0
CUST_SAL_00007,utility,545.31,11,0,0
CUST_RUR_00008,dining,86.34,14,0,0
CUST_RUR_00008,grocery,315.25,16,0,0
CUST_RUR_00008,shopping,561.53,11,0,0
CUST_RUR_00008,grocery,129.63,21,0,0
CUST_RUR_00008,fuel,141.77,8,0,0
CUST_RUR_00008,grocery,164.63,18,0,0
CUST_RUR_00008,grocery,517.1,16,0,0
CUST_RUR_00008,dining,518.89,17,0,0
CUST_RUR_00008,grocery,52.76,12,0,0
CUST_RUR_00008,emi,126.48,12,0,0
CUST_RUR_00008,shopping,342.11,14,0,0
CUST_RUR_00008,grocery,146.87,16,0,0
CUST_RUR_00008,grocery,387.95,2,1,0
CUST_RUR_00008,dining,611.83,3,0,0
CUST_RUR_00008,fuel,432.73,14,0,0
CUST_RUR_00008,dining,322.19,22,0,0
CUST_RUR_00008,transfer,388.44,17,0,0
CUST_RUR_00008,shopping,595.72,4,0,0
CUST_RUR_00008,dining,446.31,12,0,0
CUST_RUR_00008,medical,382.19,8,0,0
CUST_RUR_00008,dining,491.19,23,0,0
CUST_RUR_00008,shopping,353.24,13,0,0
CUST_RUR_00008,fuel,627.21,14,0,0
CUST_RUR_00008,utility,235.63,15,0,0
CUST_RUR_00008,medical,482.33,21,0,0
CUST_RUR_00008,transfer,512.02,10,0,0
CUST_RUR_00008,grocery,89.04,14,0,0
CUST_RUR_00008,shopping,473.84,10,1,0
CUST_RUR_00008,utility,42.22,23,1,0
CUST_RUR_00008,medical,407.28,8,0,0
CUST_GIG_00009,fuel,326.31,14,0,0
CUST_GIG_00009,dining,519.3,15,0,0
CUST_GIG_00009,shopping,1126.34,15,0,0
CUST_GIG_00009,emi,223.62,13,1,0
CUST_GIG_00009,grocery,549.91,11,0,0
CUST_GIG_00009,dining,799.84,19,0,0
CUST_GIG_00009,shopping,243.09,15,0,0
CUST_GIG_00009,grocery,576.5,23,0,0
CUST_GIG_00009,fuel,1106.22,22,0,0
CUST_GIG_00009,dining,811.2,17,0,0
CUST_GIG_00009,fuel,860.94,14,0,0
CUST_GIG_00009,utility,1035.7,13,0,0
CUST_GIG_00009,utility,1113.77,10,0,0
CUST_GIG_00009,shopping,950.01,1,1,0
CUST_GIG_00009,dining,368.96,21,0,0
CUST_GIG_00009,transfer,650.87,20,0,0
CUST_GIG_00009,dining,261.89,6,0,0
CUST_GIG_00009,grocery,79.13,21,0,0
CUST_GIG_00009,emi,826.26,18,0,0
CUST_GIG_00009,shopping,675.98,12,0,0
CUST_GIG_00009,fuel,693.42,15,0,0
CUST_GIG_00009,shopping,255.96,2,0,0
CUST_GIG_00009,dining,986.19,10,0,0
CUST_GIG_00009,utility,648.84,17,1,0
CUST_GIG_00009,grocery,744.51,7,1,0
CUST_GIG_00009,dining,1106.09,17,0,0
CUST_GIG_00009,fuel,1110.28,10,0,0
CUST_GIG_00009,utility,248.2,12,1,0
CUST_GIG_00009,dining,882.21,12,0,0
CUST_GIG_00009,medical,939.6,3,0,0
CUST_GIG_00010,grocery,1949.97,11,0,0
CUST_GIG_00010,medical,1826.81,8,0,0
CUST_GIG_00010,grocery,2106.19,18,1,0
CUST_GIG_00010,shopping,2696.5,2,1,1
CUST_GIG_00010,shopping,900.13,16,0,0
CUST_GIG_00010,grocery,438.47,13,0,0
CUST_GIG_00010,dining,344.74,14,0,0
CUST_GIG_00010,grocery,215.51,22,0,0
CUST_GIG_00010,shopping,1492.55,12,0,0
CUST_GIG_00010,fuel,546.43,5,0,0
CUST_GIG_00010,shopping,642.58,11,0,0
CUST_GIG_00010,emi,1071.47,17,0,0
CUST_GIG_00010,emi,1239.41,17,0,0
CUST_GIG_00010,dining,1771.95,17,1,0
CUST_GIG_00010,dining,1268.47,2,0,0
CUST_GIG_00010,grocery,1319.85,20,1,0
CUST_GIG_00010,utility,1077.66,14,0,0
CUST_GIG_00010,grocery,449.43,17,0,0
CUST_GIG_00010,fuel,1981.84,22,0,0
CUST_GIG_00010,fuel,2181.62,14,0,0
CUST_GIG_00010,transfer,545.93,13,0,0
CUST_GIG_00010,dining,419.39,18,0,0
CUST_GIG_00010,grocery,1865.19,10,0,0
CUST_GIG_00010,transfer,1622.85,14,0,0
CUST_GIG_00010,fuel,1604.83,16,0,0
CUST_GIG_00010,grocery,2106.14,23,0,0
CUST_GIG_00010,fuel,1708.7,11,0,0
CUST_GIG_00010,medical,8481.82,2,1,1
CUST_GIG_00010,fuel,1538.37,17,0,0
CUST_GIG_00010,transfer,360.15,12,0,0
CUST_SAL_00011,transfer,3867.25,14,1,0
CUST_SAL_00011,dining,569.12,22,0,0
CUST_SAL_00011,grocery,4836.61,13,0,0
CUST_SAL_00011,transfer,871.89,12,0,0
CUST_SAL_00011,dining,4835.53,10,0,0
CUST_SAL_00011,medical,6774.29,17,0,0
CUST_SAL_00011,shopping,2423.73,12,1,0
CUST_SAL_00011,transfer,782.18,11,0,0
CUST_SAL_00011,emi,3818.72,16,0,0
CUST_SAL_00011,transfer,3564.21,19,0,0
CUST_SAL_00011,grocery,2084.87,16,0,0
CUST_SAL_00011,dining,2010.89,14,0,0
CUST_SAL_00011,fuel,13869.17,4,1,1
CUST_SAL_00011,transfer,3687.13,16,1,0
CUST_SAL_00011,transfer,1253.17,14,1,0
CUST_SAL_00011,grocery,673.53,23,0,0
CUST_SAL_00011,dining,4526.23,20,0,0
CUST_SAL_00011,grocery,4113.92,17,0,0
CUST_SAL_00011,utility,5844.21,11,0,0
CUST_SAL_00011,transfer,948.17,12,0,0
CUST_SAL_00011,utility,5020.61,21,0,0
CUST_SAL_00011,fuel,5449.58,11,0,0
CUST_SAL_00011,dining,6362.96,14,0,0
CUST_SAL_00011,grocery,3643.27,17,0,0
CUST_SAL_00011,dining,5513.66,17,1,0
CUST_SAL_00011,grocery,4919.42,10,0,0
CUST_SAL_00011,grocery,5070.44,19,0,0
CUST_SAL_00011,shopping,2288.8,14,0,0
CUST_SAL_00011,utility,5903.55,23,0,0
CUST_SAL_00011,utility,6250.23,14,0,0
CUST_RUR_00012,grocery,100.92,11,0,0
CUST_RUR_00012,dining,638.92,16,0,0
CUST_RUR_00012,fuel,399.04,14,1,0
CUST_RUR_00012,dining,91.33,10,0,0
CUST_RUR_00012,fuel,523.84,17,0,0
CUST_RUR_00012,fuel,392.44,13,0,0
CUST_RUR_00012,transfer,407.15,15,0,0
CUST_RUR_00012,shopping,319.0,7,0,0
CUST_RUR_00012,grocery,467.83,23,0,0
CUST_RUR_00012,grocery,569.22,8,0,0
CUST_RUR_00012,fuel,634.12,13,0,0
CUST_RUR_00012,grocery,255.14,21,0,0
CUST_RUR_00012,dining,492.88,15,1,0
CUST_RUR_00012,shopping,451.21,1,0,0
CUST_RUR_00012,transfer,617.63,12,1,0
CUST_RUR_00012,dining,72.55,17,1,0
CUST_RUR_00012,fuel,320.09,16,0,0
CUST_RUR_00012,fuel,59.6,16,0,0
CUST_RUR_00012,shopping,476.53,16,0,0
CUST_RUR_00012,emi,339.27,17,1,0
CUST_RUR_00012,shopping,393.04,14,1,0
CUST_RUR_00012,dining,57.16,11,0,0
CUST_RUR_00012,transfer,88.51,10,0,0
CUST_RUR_00012,grocery,619.84,14,0,0
CUST_RUR_00012,dining,556.18,23,0,0
CUST_RUR_00012,fuel,83.81,2,0,0
CUST_RUR_00012,utility,2164.59,2,1,1
CUST_RUR_00012,grocery,405.49,14,0,0
CUST_RUR_00012,grocery,645.18,17,1,0
CUST_RUR_00012,grocery,617.38,23,0,0
CUST_RUR_00013,medical,761.09,17,0,0
CUST_RUR_00013,shopping,2122.47,16,0,0
CUST_RUR_00013,fuel,1347.04,13,0,0
CUST_RUR_00013,fuel,1938.64,11,0,0
CUST_RUR_00013,transfer,1379.52,12,0,0
CUST_RUR_00013,grocery,399.75,15,0,0
CUST_RUR_00013,dining,327.98,8,0,0
CUST_RUR_00013,grocery,2173.67,10,0,0
CUST_RUR_00013,grocery,2188.16,16,0,0
CUST_RUR_00013,dining,1841.59,6,0,0
CUST_RUR_00013,dining,545.39,7,0,0
CUST_RUR_00013,grocery,1523.95,12,1,0
CUST_RUR_00013,grocery,433.89,16,0,0
CUST_RUR_00013,fuel,2074.68,7,0,0
CUST_RUR_00013,shopping,1183.96,4,0,0
CUST_RUR_00013,shopping,1542.15,16,0,0
CUST_RUR_00013,shopping,672.53,14,0,0
CUST_RUR_00013,grocery,891.79,21,0,0
CUST_RUR_00013,dining,367.6,15,0,0
CUST_RUR_00013,dining,1794.19,10,0,0
CUST_RUR_00013,transfer,205.36,10,0,0
CUST_RUR_00013,dining,1293.94,10,0,0
CUST_RUR_00013,grocery,2103.9,13,0,0
CUST_RUR_00013,grocery,817.0,10,0,0
CUST_RUR_00013,grocery,1834.18,13,1,0
CUST_RUR_00013,grocery,2168.66,9,0,0
CUST_RUR_00013,grocery,1474.81,23,0,0
CUST_RUR_00013,shopping,1314.77,22,0,0
CUST_RUR_00013,utility,1256.13,20,0,0
CUST_RUR_00013,shopping,180.99,21,0,0
CUST_SAL_00014,fuel,3654.19,12,1,0
CUST_SAL_00014,utility,2609.99,13,0,0
CUST_SAL_00014,fuel,1332.77,3,0,0
CUST_SAL_00014,dining,4761.99,13,0,0
CUST_SAL_00014,grocery,4660.74,10,0,0
CUST_SAL_00014,dining,2320.32,21,0,0
CUST_SAL_00014,utility,1662.72,13,0,0
CUST_SAL_00014,shopping,2807.53,6,0,0
CUST_SAL_00014,dining,3985.56,15,0,0
CUST_SAL_00014,grocery,1069.93,10,1,0
CUST_SAL_00014,emi,2815.63,0,0,0
CUST_SAL_00014,utility,1318.21,7,1,0
CUST_SAL_00014,dining,1995.26,20,0,0
CUST_SAL_00014,transfer,3897.77,17,1,0
CUST_SAL_00014,grocery,3061.47,14,1,0
CUST_SAL_00014,dining,2921.02,13,0,0
CUST_SAL_00014,grocery,3255.67,13,0,0
CUST_SAL_00014,utility,1359.85,16,0,0
CUST_SAL_00014,medical,1093.26,17,0,0
CUST_SAL_00014,dining,2957.21,17,0,0
CUST_SAL_00014,grocery,3347.0,17,1,0
CUST_SAL_00014,utility,1063.97,17,0,0
CUST_SAL_00014,shopping,1902.25,12,0,0
CUST_SAL_00014,fuel,2615.7,18,0,0
CUST_SAL_00014,grocery,2949.74,12,0,0
CUST_SAL_00014,dining,2920.34,13,1,0
CUST_SAL_00014,dining,1365.13,11,0,0
CUST_SAL_00014,shopping,1687.05,23,0,0
CUST_SAL_00014,grocery,2357.43,16,0,0
CUST_SAL_00014,utility,38040.55,3,1,1
CUST_SAL_00015,grocery,2312.88,16,0,0
CUST_SAL_00015,shopping,562.02,16,0,0
CUST_SAL_00015,fuel,1437.75,10,0,0
CUST_SAL_00015,dining,3579.4,13,0,0
CUST_SAL_00015,transfer,5097.6,12,0,0
CUST_SAL_00015,dining,3863.36,16,0,0
CUST_SAL_00015,grocery,4842.28,17,0,0
CUST_SAL_00015,utility,1166.17,14,0,0
CUST_SAL_00015,grocery,2256.75,14,0,0
CUST_SAL_00015,shopping,3418.75,17,0,0
CUST_SAL_00015,grocery,4833.98,22,0,0
CUST_SAL_00015,transfer,618.12,15,1,0
CUST_SAL_00015,emi,1367.05,15,0,0
CUST_SAL_00015,grocery,2368.87,14,0,0
CUST_SAL_00015,transfer,1068.73,22,0,0
CUST_SAL_00015,grocery,1847.11,8,0,0
CUST_SAL_00015,grocery,2553.15,12,0,0
CUST_SAL_00015,emi,4236.29,12,0,0
CUST_SAL_00015,grocery,769.67,16,0,0
CUST_SAL_00015,fuel,812.11,15,0,0
CUST_SAL_00015,fuel,4899.39,16,0,0
CUST_SAL_00015,transfer,5136.19,14,0,0
CUST_SAL_00015,shopping,4418.03,11,0,0
CUST_SAL_00015,fuel,1826.88,6,0,0
CUST_SAL_00015,grocery,1068.24,20,0,0
CUST_SAL_00015,dining,488.71,22,0,0
CUST_SAL_00015,grocery,1918.16,10,0,0
CUST_SAL_00015,dining,3959.13,11,0,0
CUST_SAL_00015,fuel,4285.06,11,0,0
CUST_SAL_00015,shopping,5208.14,14,0,0
CUST_SAL_00016,shopping,2732.32,10,0,0
CUST_SAL_00016,dining,2453.77,16,0,0
CUST_SAL_00016,utility,4186.09,3,0,0
CUST_SAL_00016,grocery,2432.03,11,0,0
CUST_SAL_00016,grocery,3894.94,20,0,0
CUST_SAL_00016,grocery,2824.32,4,0,0
CUST_SAL_00016,dining,2185.99,3,0,0
CUST_SAL_00016,dining,1765.16,11,1,0
CUST_SAL_00016,grocery,1799.55,16,0,0
CUST_SAL_00016,emi,2012.57,6,1,0
CUST_SAL_00016,grocery,3693.22,10,0,0
CUST_SAL_00016,grocery,2866.9,15,1,0
CUST_SAL_00016,dining,1731.1,13,0,0
CUST_SAL_00016,grocery,1469.8,16,0,0
CUST_SAL_00016,dining,4677.29,22,0,0
CUST_SAL_00016,grocery,2894.91,0,0,0
CUST_SAL_00016,shopping,597.28,15,0,0
CUST_SAL_00016,fuel,1470.77,13,0,0
CUST_SAL_00016,dining,1989.4,15,0,0
CUST_SAL_00016,medical,2695.92,7,0,0
CUST_SAL_00016,fuel,3718.7,18,0,0
CUST_SAL_00016,transfer,579.87,11,0,0
CUST_SAL_00016,grocery,4822.76,16,0,0
CUST_SAL_00016,dining,3333.67,13,1,0
CUST_SAL_00016,grocery,3976.69,14,0,0
CUST_SAL_00016,emi,2779.22,14,0,0
CUST_SAL_00016,grocery,2220.84,22,0,0
CUST_SAL_00016,utility,4306.41,4,1,0
CUST_SAL_00016,shopping,2220.07,11,0,0
CUST_SAL_00016,transfer,578.65,16,0,0
CUST_KIR_00017,grocery,2296.76,19,0,0
CUST_KIR_00017,shopping,1621.6,15,0,0
CUST_KIR_00017,fuel,1561.27,11,0,0
CUST_KIR_00017,shopping,1026.78,14,1,0
CUST_KIR_00017,fuel,1163.78,18,0,0
CUST_KIR_00017,shopping,2888.85,16,0,0
CUST_KIR_00017,utility,1504.02,23,0,0
CUST_KIR_00017,dining,3109.82,13,0,0
CUST_KIR_00017,grocery,467.46,19,0,0
CUST_KIR_00017,grocery,1298.77,15,0,0
CUST_KIR_00017,dining,2553.87,10,0,0
CUST_KIR_00017,fuel,785.51,8,1,0
CUST_KIR_00017,fuel,2574.89,17,0,0
CUST_KIR_00017,utility,2655.81,21,0,0
CUST_KIR_00017,medical,924.3,8,0,0
CUST_KIR_00017,utility,2535.51,10,0,0
CUST_KIR_00017,transfer,2700.96,17,0,0
CUST_KIR_00017,utility,1834.35,17,0,0
CUST_KIR_00017,shopping,2879.93,20,0,0
CUST_KIR_00017,grocery,1218.24,5,1,0
CUST_KIR_00017,transfer,1718.99,20,1,0
CUST_KIR_00017,fuel,1486.06,22,0,0
CUST_KIR_00017,grocery,1800.11,15,0,0
CUST_KIR_00017,fuel,3295.82,6,0,0
CUST_KIR_00017,grocery,1655.92,23,0,0
CUST_KIR_00017,grocery,2086.93,19,0,0
CUST_KIR_00017,shopping,1128.55,4,0,0
CUST_KIR_00017,fuel,2732.91,16,0,0
CUST_KIR_00017,grocery,1923.87,10,1,0
CUST_KIR_00017,shopping,6624.12,2,1,1
CUST_KIR_00018,medical,1115.9,0,0,0
CUST_KIR_00018,grocery,1039.32,10,0,0
CUST_KIR_00018,shopping,1058.68,15,1,0
CUST_KIR_00018,grocery,1775.26,5,0,0
CUST_KIR_00018,shopping,900.53,18,0,0
CUST_KIR_00018,shopping,472.8,9,0,0
CUST_KIR_00018,shopping,1764.18,16,0,0
CUST_KIR_00018,transfer,557.18,15,0,0
CUST_KIR_00018,grocery,1772.53,4,1,1
CUST_KIR_00018,fuel,604.69,13,0,0
CUST_KIR_00018,grocery,474.77,0,0,0
CUST_KIR_00018,fuel,1776.2,17,0,0
CUST_KIR_00018,shopping,1643.03,6,0,0
CUST_KIR_00018,shopping,1757.67,23,0,0
CUST_KIR_00018,transfer,1283.28,7,0,0
CUST_KIR_00018,shopping,823.16,15,1,0
CUST_KIR_00018,grocery,1226.39,11,0,0
CUST_KIR_00018,fuel,1345.22,11,0,0
CUST_KIR_00018,transfer,1072.26,18,0,0
CUST_KIR_00018,grocery,1419.28,15,0,0
CUST_KIR_00018,dining,1136.81,19,0,0
CUST_KIR_00018,dining,1623.48,13,0,0
CUST_KIR_00018,grocery,705.17,13,0,0
CUST_KIR_00018,emi,797.36,21,0,0
CUST_KIR_00018,transfer,1613.26,15,1,0
CUST_KIR_00018,fuel,1535.5,11,1,0
CUST_KIR_00018,shopping,1474.7,19,1,0
CUST_KIR_00018,dining,1704.8,1,0,0
CUST_KIR_00018,dining,251.14,11,0,0
CUST_KIR_00018,dining,837.9,12,1,0
CUST_KIR_00019,shopping,548.52,20,0,0
CUST_KIR_00019,grocery,2645.99,20,0,0
CUST_KIR_00019,emi,2721.38,6,0,0
CUST_KIR_00019,shopping,1541.07,12,0,0
CUST_KIR_00019,shopping,1510.79,9,1,0
CUST_KIR_00019,utility,1095.79,8,0,0
CUST_KIR_00019,grocery,2369.42,11,0,0
CUST_KIR_00019,grocery,1503.66,6,0,0
CUST_KIR_00019,fuel,834.2,13,0,0
CUST_KIR_00019,grocery,1851.86,19,0,0
CUST_KIR_00019,grocery,753.97,11,0,0
